movieid,title,cluster
8239,Viridiana,10
8241,Masterminds,125
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),130
8254,Arizona Dream,123
8261,3 Women (Three Women),1
8264,Grey Gardens,22
8266,Purple Rain,299
8268,Point of No Return,46
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse)",11
8275,College,2
8290,Mitchell,57
8293,Used People,10
8302,"Front Page, The",11
8327,Dolls,9
8331,"Man Who Came to Dinner, The",2
8335,Make Way for Tomorrow,1
8336,"Major and the Minor, The",4
8337,"Caine Mutiny, The",148
8338,Black Narcissus,1
8340,Escape from Alcatraz,19
8341,Oliver Twist,151
8360,Shrek 2,78
8361,"Day After Tomorrow, The",139
8362,Raising Helen,11
8363,Soul Plane,2
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass),1
8366,Saved!,10
8368,Harry Potter and the Prisoner of Azkaban,155
8369,Mindhunters,209
8370,"Blind Swordsman: Zatoichi, The (Zatôichi)",93
8371,"Chronicles of Riddick, The",29
8372,Garfield: The Movie,28
8373,"Stepford Wives, The",60
8375,"Hunting of the President, The",22
8376,Napoleon Dynamite,2
8378,"Doctor, The",1
8379,"Dresser, The",1
8380,Father Hood,2
8382,Hello Again,2
8383,Hope Springs,4
8385,Lover Come Back,4
8387,Police Academy: Mission to Moscow,25
8391,Big Wednesday,10
8402,Book of Love,4
8405,Hour of the Wolf (Vargtimmen),59
8410,Suddenly,14
8424,"Divorcee, The",9
8425,Meet the Applegates,2
8426,Robot Carnival (Roboto kânibauru),160
8427,Americathon,53
8446,Sands of Iwo Jima,109
8447,This Island Earth,48
8450,Anthony Adverse,173
8451,Blackboard Jungle,1
8454,Luna Papa,159
8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto),23
8458,To Each His Own,1
8459,"Heiress, The",9
8461,Dragon Seed,148
8462,Executive Suite,1
8463,Johnny Belinda,1
8464,Super Size Me,10
8465,Johnny Eager,105
8477,"Jetée, La",141
8481,Northwest Passage,168
8482,"Picture of Dorian Gray, The",258
8484,"Human Condition I, The (Ningen no joken I)",148
8487,Please Don't Eat the Daisies,49
8491,White Heat,14
8492,"Christmas Carol, A (Scrooge)",112
8493,Memphis Belle,222
8494,"Cincinnati Kid, The",1
8495,Animal Factory,14
8500,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira),62
8501,"Hitcher, The",46
8502,Show Boat,9
8506,Fear X,201
8507,Freaks,195
8511,"Immigrant, The",2
8512,Silent Movie,2
8518,Anna Christie,1
8521,Dr. Jekyll and Mr. Hyde,59
8526,Around the World in 80 Days,121
8528,Dodgeball: A True Underdog Story,2
8529,"Terminal, The",11
8530,Dear Frankie,9
8531,White Chicks,44
8532,"Door in the Floor, The",1
8533,"Notebook, The",9
8534,Two Brothers (Deux frères),211
8535,De-Lovely,299
8542,"Day at the Races, A",2
8571,Bob & Carol & Ted & Alice,10
8574,"Claymation Christmas Celebration, A",28
8575,"Happenstance (Battement d'ailes du papillon, Le)",10
8577,Comandante,22
8578,Undead,190
8580,Into the Woods,26
8581,Pirates of Silicon Valley,243
8582,Manufacturing Consent: Noam Chomsky and the Media,22
8587,Mayor of the Sunset Strip,22
8588,Killing Me Softly,64
8591,"Philadelphia Experiment, The",87
8593,Juice,36
8596,Revenge of the Pink Panther,25
8600,Angels with Dirty Faces,23
8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),10
8604,Taxi,7
8605,Taxi 3,7
8607,Tokyo Godfathers,211
8609,Our Hospitality,2
8610,All of Me,102
8611,"Farmer's Daughter, The",2
8614,Overboard,4
8617,Butterfield 8,1
8620,"Exterminating Angel, The (Ángel exterminador, El)",159
8622,Fahrenheit 9/11,22
8623,Roxanne,4
8626,Dr. Terror's House of Horrors,24
8632,Secret Society,2
8633,"Last Starfighter, The",111
8636,Spider-Man 2,5
8638,Before Sunset,9
8640,King Arthur,42
8641,Anchorman: The Legend of Ron Burgundy,2
8643,"Cinderella Story, A",4
8644,"I, Robot",33
8645,"Maria Full of Grace (Maria, Llena eres de gracia)",14
8650,Long Day's Journey Into Night,1
8656,"Short Film About Killing, A (Krótki film o zabijaniu)",14
8665,"Bourne Supremacy, The",20
8666,Catwoman,284
8667,A Home at the End of the World,9
8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)",79
8677,Flash Gordon Conquers the Universe,34
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",84
8685,"Miracle of Marcelino, The (Marcelino pan y vino)",10
8690,Slaughterhouse-Five,198
8695,"Bachelor and the Bobby-Soxer, The",2
8711,Mr. Blandings Builds His Dream House,2
8712,My Favorite Wife,4
8713,"New Adventures of Pippi Longstocking, The",27
8714,Night and Day,299
8718,"Snake Pit, The",1
8720,"Super, The",2
8724,"Leopard, The (Gattopardo, Il)",148
8727,"Day of the Locust, The",1
8730,To End All Wars,222
8738,"Woman Is a Woman, A (femme est une femme, Une)",11
8743,Biggles,210
8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani)",2
8753,Unprecedented: The 2000 Presidential Election,22
8754,"Prime of Miss Jean Brodie, The",1
8755,My Voyage to Italy (Il mio viaggio in Italia),22
8765,This Gun for Hire,6
8771,Sherlock Holmes: Terror by Night,217
8772,"Spy Who Came in from the Cold, The",19
8773,Sherlock Holmes and the Secret Weapon,217
8774,Sherlock Holmes: The Woman in Green,77
8778,Sherlock Holmes: Dressed to Kill,31
8781,"Manchurian Candidate, The",43
8782,Thunderbirds,114
8783,"Village, The",196
8784,Garden State,11
8795,Musa the Warrior (Musa),42
8796,"Funny Thing Happened on the Way to the Forum, A",2
8798,Collateral,36
8799,Little Black Book,4
8800,Code 46,141
8804,"Story of Women (Affaire de femmes, Une)",1
8807,Harold and Kumar Go to White Castle,85
8808,"Princess Diaries 2: Royal Engagement, The",4
8809,Danny Deckchair,4
8810,AVP: Alien vs. Predator,55
8813,We Don't Live Here Anymore,1
8814,Without a Paddle,2
8815,Exorcist: The Beginning,16
8827,"Bill Cosby, Himself",167
8830,Anacondas: The Hunt for the Blood Orchid,181
8831,Suspect Zero,6
8832,Warriors of Heaven and Earth (Tian di ying xiong),42
8833,Vanity Fair,9
8835,Paparazzi,19
8836,Wicker Park,64
8838,Alice Doesn't Live Here Anymore,9
8840,Who's That Knocking at My Door?,1
8844,Camera Buff (Amator),1
8848,"Vitelloni, I (a.k.a. The Young and the Passionate)",1
8860,Cellular,36
8861,Resident Evil: Apocalypse,55
8864,Mr. 3000,10
8865,Sky Captain and the World of Tomorrow,5
8866,Wimbledon,4
8869,First Daughter,4
8870,"Forgotten, The",65
8873,"Motorcycle Diaries, The (Diarios de motocicleta)",84
8874,Shaun of the Dead,58
8875,"Come Back, Little Sheba",1
8879,Murder on the Orient Express,217
8880,Mask,1
8894,Orca: The Killer Whale,174
8905,1492: Conquest of Paradise,84
8906,Cannibal Holocaust,12
8907,Shark Tale,28
8908,Ladder 49,40
8910,I Heart Huckabees,2
8911,Raise Your Voice,107
8912,Taxi,7
8914,Primer,30
8915,Stage Beauty,1
8916,Shall We Dance?,4
8917,Team America: World Police,194
8918,Eulogy,51
8919,P.S.,123
8920,"Country Girl, The",1
8921,"Rose Tattoo, The",9
8928,"Fearless Vampire Killers, The",58
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le)",10
8934,Bebe's Kids,28
8937,Friday Night Lights,13
8938,Tarnation,22
8939,"Final Cut, The",21
8943,Being Julia,10
8946,Surviving Christmas,2
8947,"Grudge, The",156
8948,Alfie,11
8949,Sideways,11
8950,The Machinist,196
8951,Vera Drake,1
8952,Falling Angels,1
8954,Lightning in a Bottle,22
8955,Undertow,23
8957,Saw,156
8958,Ray,1
8959,Birth,177
8961,"Incredibles, The",45
8964,Callas Forever,1
8965,"Polar Express, The",128
8966,Kinsey,1
8967,Seed of Chucky (Child's Play 5),58
8968,After the Sunset,113
8969,Bridget Jones: The Edge of Reason,11
8970,Finding Neverland,1
8972,National Treasure,99
8973,Bad Education (La mala educación),19
8974,"SpongeBob SquarePants Movie, The",8
8977,Alexander,42
8978,Christmas with the Kranks,49
8979,Guerrilla: The Taking of Patty Hearst,22
8981,Closer,9
8982,I Am David,1
8983,House of Flying Daggers (Shi mian mai fu),109
8984,Ocean's Twelve,72
8985,Blade: Trinity,67
8987,Bush's Brain,22
8989,Damn Yankees!,2
8998,That's Entertainment,22
9004,D.A.R.Y.L.,214
9005,Fire in the Sky,30
9008,"Invisible Man Returns, The",24
9010,Love Me If You Dare (Jeux d'enfants),9
9018,Control Room,22
25746,"Hunchback of Notre Dame, The",59
25750,Sherlock Jr.,162
25752,"Freshman, The",2
25753,Greed,1
25757,"Jazz Singer, The",9
25769,"Steamboat Bill, Jr.",4
25771,"Andalusian Dog, An (Chien andalou, Un)",267
25773,Little Caesar,14
25782,Boudu Saved From Drowning (Boudu sauvé des eaux),2
25788,Scarface,14
25795,Dinner at Eight,11
25797,Gold Diggers of 1933,77
25805,"Atalante, L'",11
25825,Fury,1
25826,Libeled Lady,4
25827,Mr. Deeds Goes to Town,4
25833,Camille,9
25834,Captains Courageous,84
25841,Stage Door,1
25850,Holiday,11
25855,"Roaring Twenties, The",23
25856,Wuthering Heights,9
25865,"Letter, The",1
25870,Here Comes Mr. Jordan,162
25886,Random Harvest,9
25887,Tales of Manhattan,10
25898,Day of Wrath (Vredens dag),1
25905,"Miracle of Morgan's Creek, The",4
25906,Mr. Skeffington,9
25923,Great Expectations,1
25927,"Stranger, The",19
25937,Easter Parade,107
25940,"Lady from Shanghai, The",177
25946,"Three Musketeers, The",82
25947,Unfaithfully Yours,2
25952,"Letter to Three Wives, A",10
25959,Annie Get Your Gun,4
25962,King Solomon's Mines,178
25963,"Young and the Damned, The (Olvidados, Los)",14
25996,"Star Is Born, A",299
25999,The Wild One,1
26002,Confidential Report,219
26003,Night and Fog (Nuit et brouillard),31
26038,Teacher's Pet,4
26048,"Human Condition II, The (Ningen no joken II)",148
26052,Pickpocket,14
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),1
26073,"Human Condition III, The (Ningen no joken III)",148
26078,Advise and Consent,1
26082,Harakiri (Seppuku),1
26084,"Music Man, The",124
26085,Mutiny on the Bounty,97
26095,"Carabineers, The (Carabiniers, Les)",10
26116,"Hush... Hush, Sweet Charlotte",16
26122,Onibaba,59
26124,Robinson Crusoe on Mars,48
26131,"Battle of Algiers, The (La battaglia di Algeri)",148
26133,"Charlie Brown Christmas, A",28
26142,Major Dundee,205
26147,"Thousand Clowns, A",11
26150,Andrei Rublev (Andrey Rublyov),148
26151,Au Hasard Balthazar,14
26152,Batman,41
26158,Closely Watched Trains (Ostre sledované vlaky),10
26159,Tokyo Drifter (Tôkyô nagaremono),32
26169,Branded to Kill (Koroshi no rakuin),32
26171,Play Time (a.k.a. Playtime),2
26172,Point Blank,36
26176,Titicut Follies,243
26183,Asterix and Cleopatra (Astérix et Cléopâtre),45
26184,"Diamond Arm, The (Brilliantovaya ruka)",113
26195,Sympathy for the Devil,22
26198,"Yours, Mine and Ours",49
26225,"Claire's Knee (Genou de Claire, Le)",4
26231,Performance,23
26236,"White Sun of the Desert, The (Beloe solntse pustyni)",251
26237,Zabriskie Point,9
26242,Duel,46
26249,They Call Me Trinity,2
26258,"Topo, El",267
26265,Dr. Phibes Rises Again,92
26283,Charley Varrick,23
26285,Dark Star,278
26303,Sisters,16
26308,Turkish Delight (Turks fruit),9
26313,California Split,10
26317,Emmanuelle,9
26322,Gone in 60 Seconds,32
26326,"Holy Mountain, The (Montaña sagrada, La)",1
26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)",45
26344,French Connection II,36
26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)",11
26350,"Passenger, The (Professione: reporter)",1
26357,Trilogy of Terror,16
26359,1900 (Novecento),148
26365,Futureworld,21
26366,Harlan County U.S.A.,22
26375,Silver Streak,44
26386,High Anxiety,60
26391,"New York, New York",9
26394,"Turning Point, The",9
26399,Five Deadly Venoms,37
26401,Last Hurrah for Chivalry (Hao xia),13
26409,"Clonus Horror, The",24
26413,Snake in the Eagle's Shadow (Se ying diu sau),7
26422,Hair,10
26429,Love at First Bite,140
26444,"Hitch Hikers Guide to the Galaxy, The",66
26453,Smiley's People,177
26464,Blue Thunder,32
26467,"Day After, The",30
26471,Eddie Murphy Delirious,167
26472,"Norte, El",84
26492,Twilight Zone: The Movie,297
26498,Boy Meets Girl,1
26504,Cloak & Dagger,90
26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)",165
26523,"Silent Night, Deadly Night",16
26524,"Times of Harvey Milk, The",22
26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),10
26528,Anne of Green Gables,56
26539,Death of a Salesman,1
26542,Ewoks: The Battle for Endor,165
26547,Police Story (Ging chaat goo si),72
26554,"Quiet Earth, The",30
26555,Spies Like Us,2
26562,White Nights,1
26564,'Round Midnight,299
26567,Club Paradise,2
26578,"Sacrifice, The (Offret - Sacraficatio)",1
26585,"Better Tomorrow, A (Ying hung boon sik)",23
26587,"Decalogue, The (Dekalog)",105
26590,G.I. Joe: The Movie,86
26593,Hell Comes to Frogtown,54
26599,"Law of Desire (Ley del deseo, La)",11
26603,Prince of Darkness,297
26606,"Chinese Ghost Story, A (Sinnui yauwan)",213
26612,"Better Tomorrow II, A (Ying hung boon sik II)",23
26614,"Bourne Identity, The",99
26622,Dominick and Eugene,1
26629,Killer Klowns from Outer Space,68
26630,Moonwalker,77
26631,Alice (Neco z Alenky),120
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille),2
26649,Lonesome Dove,84
26662,Kiki's Delivery Service (Majo no takkyûbin),131
26676,Almost an Angel,2
26680,Cry-Baby,4
26681,Bullet in the Head,222
26686,Ghost Dad,102
26693,It,221
26694,Ju Dou,1
26695,"Krays, The",1
26696,Lionheart,37
26700,Nuns on the Run,25
26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),166
26704,State of Grace,23
26712,35 Up,22
26713,Days of Being Wild (A Fei jingjyuhn),9
26717,Begotten,59
26726,Dutch,2
26729,Hearts of Darkness: A Filmmakers Apocalypse,22
26732,Johnny Stecchino,2
26736,Riki-Oh: The Story of Ricky (Lik Wong),20
26741,Mannequin 2: On the Move,162
26743,Only Yesterday (Omohide poro poro),56
26745,Other People's Money,11
26750,Quigley Down Under,84
26761,Prime Suspect 2,61
26764,Captain America,281
26765,City Hunter (Sing si lip yan),83
26776,Porco Rosso (Crimson Pig) (Kurenai no buta),78
26777,"Stolen Children (Ladro di bambini, Il)",1
26778,Ladybugs,2
26782,"Mambo Kings, The",299
26791,Shining Through,64
26792,Sidekicks,194
26796,"Heart in Winter, A (Un coeur en hiver)",9
26797,Visions of Light: The Art of Cinematography,22
26810,Bad Boy Bubby,1
26812,Barbarians at the Gate,1
26819,Fortress,34
26828,Mr. Nanny,232
26838,"Snapper, The",10
26840,Sonatine (Sonachine),93
26849,"Stand, The",264
26854,"Darkman II: Return of Durant, The",202
26861,Freaked,53
26865,Fist of Legend (Jing wu ying xiong),13
26870,Major League II,2
26871,My Father the Hero,4
26875,"Pure Formality, A (Pura formalità, Una)",217
26887,"Langoliers, The",150
26900,"Last Wedding, The (Kivenpyörittäjän kylä)",10
26901,Last of the Dogmen,205
26903,Whisper of the Heart (Mimi wo sumaseba),229
26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban),169
26928,"Summer's Tale, A (Conte d'été)",11
26940,"Late Shift, The",2
26947,Pusher,6
26958,Emma,107
26965,"Boxer, The",19
26974,Gummo,1
26985,Nirvana,34
26999,"Lion King II: Simba's Pride, The",220
27002,From the Earth to the Moon,40
27003,Beowulf,62
27006,RKO 281,1
27008,From Dusk Till Dawn 2: Texas Blood Money,25
27020,Gia,9
27022,Thursday,20
27032,Who Am I? (Wo shi shei),235
27036,Merlin,82
27074,Brave New World,48
27075,Addams Family Reunion,240
27105,Purgatory,267
27124,Bleeder,19
27134,Dark Portals: The Chronicles of Vidocq  (Vidocq),284
27140,Candyman 3: Day of the Dead,12
27155,"Batman/Superman Movie, The",86
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",266
27176,Style Wars,22
27178,In July (Im Juli),4
27186,Kirikou and the Sorceress (Kirikou et la sorcière),128
27193,Taxi 2,7
27246,If These Walls Could Talk 2,9
27251,"10th Kingdom, The",26
27255,"Wind Will Carry Us, The (Bad ma ra khahad bord)",1
27266,2046,255
27306,Bartleby,10
27311,Batman Beyond: Return of the Joker,134
27317,Audition (Ôdishon),227
27320,"Nine Lives of Tomas Katz, The",159
27328,Monday,72
27329,Paradise Lost 2: Revelations,22
27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre),26
27369,Daria: Is It Fall Yet?,49
27370,Late Night Shopping,2
27373,61*,1
27397,Joint Security Area (Gongdong gyeongbi guyeok JSA),219
27408,Ripley's Game,19
27416,Jalla! Jalla!,11
27420,Teknolust,233
27426,"Accidental Spy, The (Dak miu mai shing)",125
27434,Darkness,12
27441,Blood: The Last Vampire,213
27450,Blueberry,205
27473,American Psycho II: All American Girl,225
27478,Ali G Indahouse,2
27480,Dead or Alive 2: Tôbôsha,20
27482,Cube 2: Hypercube,24
27491,Pulse (Kairo),156
27513,Dog Days (Hundstage),1
27523,My Sassy Girl (Yeopgijeogin geunyeo),4
27537,Nothing,228
27539,Undertaking Betty (Plots with a View),4
27549,Dead or Alive: Final,103
27555,Fubar,2
27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku)",58
27584,Dead End,69
27592,Sympathy for Mr. Vengeance (Boksuneun naui geot),14
27595,Jesus Christ Vampire Hunter,176
27604,Suicide Club (Jisatsu saakuru),156
27611,Battlestar Galactica,30
27618,"Sound of Thunder, A",139
27619,"Lion King 1½, The",8
27627,Oasis,9
27644,Remember Me (Ricordati di me),11
27660,"Animatrix, The",104
27664,"Brown Bunny, The",1
27667,Ju-on: The Curse,12
27674,11:14,103
27683,Tremors 4: The Legend Begins,260
27685,Bring It On Again,2
27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)",20
27692,And Starring Pancho Villa as Himself,100
27695,Nicotina,100
27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),40
27705,In Hell,40
27706,Lemony Snicket's A Series of Unfortunate Events,142
27708,Helen of Troy,82
27716,"Green Butchers, The (Grønne slagtere, De)",106
27721,"Very Long Engagement, A (Un long dimanche de fiançailles)",9
27722,Last Life in the Universe (Ruang rak noi nid mahasan),9
27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),80
27731,"Cat Returns, The (Neko no ongaeshi)",128
27741,"Twilight Samurai, The (Tasogare Seibei)",9
27744,"Facing Windows (Finestra di fronte, La)",9
27746,Ginger Snaps: Unleashed,16
27751,'Salem's Lot,17
27762,Comic Book: The Movie,2
27768,Intimate Strangers (Confidences trop intimes),1
27769,Down to the Bone,1
27772,Ju-on: The Grudge,12
27773,Old Boy,201
27776,Red Lights (Feux rouges),1
27778,Ginger Snaps Back: The Beginning,133
27784,One Missed Call (Chakushin ari),12
27788,"Jacket, The",65
27790,Millions,265
27793,Starship Troopers 2: Hero of the Federation,62
27801,Ong-Bak: The Thai Warrior (Ong Bak),46
27802,Infernal Affairs 2 (Mou gaan dou II),36
27803,"Sea Inside, The (Mar adentro)",1
27808,Spanglish,11
27815,"Chorus, The (Choristes, Les)",1
27816,Saints and Soldiers,42
27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die)",243
27821,"Interpreter, The",19
27822,Open Water,19
27826,Touch of Pink,11
27829,Slasher,22
27830,"Bobby Jones, Stroke of Genius",1
27831,Layer Cake,23
27834,"Return, The (Vozvrashcheniye)",1
27837,Flight of the Phoenix,70
27838,Mean Creek,19
27839,"Ring Two, The",17
27846,"Corporation, The",22
27850,"Yes Men, The",22
27865,Azumi,99
27866,In My Father's Den,1
27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),222
27873,Metallica: Some Kind of Monster,22
27878,Born into Brothels,22
27879,DiG!,22
27882,Riding Giants,22
27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?),10
27904,"Scanner Darkly, A",65
27905,Casshern,104
27912,Outfoxed: Rupert Murdoch's War on Journalism,22
30707,Million Dollar Baby,1
30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu),295
30749,Hotel Rwanda,148
30793,Charlie and the Chocolate Factory,142
30803,3-Iron (Bin-jip),9
30810,"Life Aquatic with Steve Zissou, The",26
30812,"Aviator, The",1
30816,"Phantom of the Opera, The",9
30818,Beyond the Sea,299
30820,"Woodsman, The",1
30822,In Good Company,10
30825,Meet the Fockers,2
30846,"Assassination of Richard Nixon, The",23
30848,"Love Song for Bobby Long, A",1
30850,"Merchant of Venice, The",1
30883,Fat Albert,102
30890,"Keys to the House, The (Chiavi di casa, Le)",1
30892,In the Realms of the Unreal,3
30894,White Noise,150
30898,"Upside of Anger, The",11
30994,Little Miss Marker,10
31000,Sweet Liberty,2
31030,I Remember Mama,56
31038,Smooth Talk,9
31049,Out Cold,60
31083,Man Trouble,4
31086,Battles Without Honor & Humanity (Jingi naki tatakai),14
31101,Stander,32
31114,Imaginary Heroes,10
31116,Sergeant York,148
31123,Ruby & Quentin (Tais-toi!),25
31150,Wizards,180
31162,"Life and Death of Peter Sellers, The",10
31184,Appleseed (Appurushîdo),237
31193,"Many Adventures of Winnie the Pooh, The",50
31221,Elektra,244
31223,Racing Stripes,49
31225,Coach Carter,1
31260,Boys Town,1
31297,Gold Diggers of 1935,2
31309,Rocco and His Brothers (Rocco e i suoi fratelli),14
31364,Memories of Murder (Salinui chueok),219
31367,"Chase, The",262
31410,"Downfall (Untergang, Der)",148
31420,Assault on Precinct 13,36
31422,Are We There Yet?,49
31424,Alone in the Dark,55
31427,Hide and Seek,156
31431,Boogeyman,17
31433,"Wedding Date, The",4
31435,Rory O'Shea Was Here (Inside I'm Dancing),1
31437,Nobody Knows (Dare mo shiranai),1
31445,Employee of the Month,10
31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",1
31545,"Trou, Le (Hole, The) (Night Watch, The)",31
31553,Double Dragon,5
31590,Hands Off the Loot (Touchez pas au grisbi),23
31610,Purple Butterfly (Zi hudie),1
31617,El Cid,82
31658,Howl's Moving Castle (Hauru no ugoku shiro),129
31660,Steamboy (Suchîmubôi),104
31664,Gorgeous (Boh lee chun),83
31685,Hitch,4
31692,Uncle Nino,2
31694,Bride & Prejudice,4
31696,Constantine,67
31698,Son of the Mask,142
31700,Because of Winn-Dixie,108
31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand),148
31737,Bunny Lake Is Missing,201
31804,Night Watch (Nochnoy dozor),55
31851,Sons of the Desert,2
31867,Man of the House,7
31878,Kung Fu Hustle (Gong fu),7
31903,Zelary,9
31909,Dr. Giggles,58
31921,"Seven-Per-Cent Solution, The",289
31923,"Three Musketeers, The",41
31925,Royal Flash,92
31952,Control (Kontroll),51
31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),148
32009,Tyler Perry's Diary of a Mad Black Woman,11
32011,Cursed,16
32017,"Pacifier, The",7
32019,Be Cool,25
32022,Gunner Palace,22
32029,Hostage,36
32031,Robots,189
32058,Class Action,1
32060,"Cat and the Canary, The",12
32116,"Oh, God! You Devil",2
32139,"Agony and the Ecstasy, The",1
32160,Twentieth Century,2
32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),23
32213,Cube Zero,35
32234,Julia,1
32243,Stealing Rembrandt (Rembrandt),44
32289,Ice Princess,108
32291,Melinda and Melinda,10
32294,Milk and Honey,1
32296,Miss Congeniality 2: Armed and Fabulous,149
32298,Guess Who,4
32300,D.E.B.S.,7
32302,"League of Ordinary Gentlemen, A",22
32314,Incident at Loch Ness,85
32371,Call Northside 777,14
32387,"Sword of Doom, The (Dai-bosatsu tôge)",13
32392,800 Bullets (800 Balas),51
32440,If Looks Could Kill,7
32442,Greedy,2
32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)",265
32460,Knockin' on Heaven's Door,93
32469,We're No Angels,51
32511,"Touch of Zen, A (Xia nu)",70
32515,Walker,84
32554,Memories (Memorîzu),250
32582,"Wild Parrots of Telegraph Hill, The",22
32584,"Ballad of Jack and Rose, The",1
32587,Sin City,20
32589,Beauty Shop,2
32596,Sahara,41
32598,Fever Pitch,4
32600,Eros,1
32620,Not on the Lips (Pas sur la bouche),4
32632,Electra Glide in Blue,57
32649,"Special Day, A (Giornata particolare, Una)",148
32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L')",56
32659,Tanguy,2
32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers),2
32728,"Little Girl Who Lives Down the Lane, The",196
32743,Ringu 0: Bâsudei,277
32770,Brothers (Brødre),1
32799,Maidens in Uniform (Mädchen in Uniform),9
32862,With Six You Get Eggroll,4
32875,Holiday (Jour de fête),2
32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),148
32898,"Trip to the Moon, A (Voyage dans la lune, Le)",114
32906,"Ascent, The (Voskhozhdeniye)",148
32914,Carrie,277
32917,Boccaccio '70,162
33004,"Hitchhiker's Guide to the Galaxy, The",66
33085,"Amityville Horror, The",16
33090,Mutant Aliens,144
33124,Before the Fall (NaPolA - Elite für den Führer),148
33126,"Frisco Kid, The",2
33132,State Property 2,32
33138,Palindromes,247
33145,"Lot Like Love, A",11
33148,King's Ransom,25
33154,Enron: The Smartest Guys in the Room,22
33158,xXx: State of the Union,20
33162,Kingdom of Heaven,109
33164,House of Wax,16
33166,Crash,14
33171,Mysterious Skin,177
33188,Mischief,4
33201,Between Your Legs (Entre las piernas),64
33237,San Francisco,9
33294,Vampire Hunter D,133
33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses)",9
33312,"Cocoanuts, The",2
33421,Dear Wendy,1
33435,Los Angeles Plays Itself,22
33437,Unleashed (Danny the Dog),36
33493,Star Wars: Episode III - Revenge of the Sith,5
33495,Kicking & Screaming,2
33499,Monster-in-Law,4
33558,"Snow Walker, The",84
33564,Divorce - Italian Style (Divorzio all'italiana),2
33615,Madagascar,8
33629,Airborne,85
33639,Mad Hot Ballroom,3
33644,Dominion: Prequel to the Exorcist,16
33646,"Longest Yard, The",10
33649,Saving Face,11
33660,Cinderella Man,9
33669,"Sisterhood of the Traveling Pants, The",247
33672,Lords of Dogtown,100
33677,Rock School,22
33679,Mr. & Mrs. Smith,96
33681,"Adventures of Sharkboy and Lavagirl 3-D, The",188
33683,High Tension (Haute tension) (Switchblade Romance),16
33725,It's All Gone Pete Tong,10
33779,Eddie Izzard: Dress to Kill,2
33781,Quo Vadis,9
33794,Batman Begins,57
33801,Godzilla: Final Wars (Gojira: Fainaru uôzu),114
33815,"Perfect Man, The",11
33826,Saint Ralph,10
33830,Herbie: Fully Loaded,92
33834,Land of the Dead,256
33836,Bewitched,162
33838,Rize,22
33880,Me and You and Everyone We Know,10
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",81
33896,3 Extremes (Three... Extremes) (Saam gaang yi),12
33903,"Edukators, The (Die Fetten Jahre sind vorbei)",106
33966,Cop and ½,2
34018,At the Circus,2
34048,War of the Worlds,33
34072,"March of the Penguins (Marche de l'empereur, La)",22
34129,Rebound,2
34143,Dark Water,277
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",1
